writer_id,imdb_title_id,writer
365,tt0011387,Robert Dillon
366,tt0011414,John Emerson
367,tt0011414,Anita Loos
368,tt0011415,D.W. Griffith
369,tt0011415,Ralph Stock
370,tt0011439,Johnston McCulley
371,tt0011440,Knut Hamsun
372,tt0011440,Gunnar Sommerfeldt
373,tt0011474,Thomas J. Geraghty
374,tt0011474,Harold McGrath
375,tt0011513,James Oliver Curwood
376,tt0011513,David Hartford
377,tt0011588,Eleanor H. Porter
378,tt0011588,Catherine Chisholm Cushing
379,tt0011607,Carl Theodor Dreyer
380,tt0011607,Kristofer Janson
381,tt0011623,Robert W. Chambers
382,tt0011623,Frances Marion
383,tt0011641,Hanns Kräly
384,tt0011641,Hanns Kräly
385,tt0011647,Edmund Day
386,tt0011647,Tom Forman
387,tt0011652,Bronson Howard
388,tt0011652,Victor Mapes
389,tt0011679,C. Gardner Sullivan
390,tt0011716,Jeanie Macpherson
391,tt0011723,Fritz Lang
392,tt0011741,Waldemar Young
393,tt0011741,Richard Bryce
394,tt0011742,Friedrich Freksa
395,tt0011742,Hanns Kräly
396,tt0011753,Arthur B. Reeve
397,tt0011753,John Grey
398,tt0011779,Lambert Hillyer
399,tt0011833,Herbert Juttke
400,tt0011833,Georg Kaiser
401,tt0011837,Fritz Lang
402,tt0011837,Thea von Harbou
403,tt0011841,Lottie Blair Parker
404,tt0011841,William A. Brady
405,tt0011865,Olga Printzlau
406,tt0011865,William C. de Mille
407,tt0011870,Oscar Micheaux
408,tt0011904,Gouverneur Morris
409,tt0011904,Ruth Wightman
410,tt0011908,Edgar Rice Burroughs
411,tt0011908,Robert F. Hill
412,tt0011909,Arthur Schnitzler
413,tt0011909,Jeanie Macpherson
414,tt0011948,Max Linder
415,tt0011960,Hanns Kräly
416,tt0011960,Ernst Lubitsch
417,tt0011979,Lois Weber
418,tt0011979,Marion Orth
419,tt0012016,F. Britten Austin
420,tt0012016,George D. Baker
421,tt0012027,Alexandre Dumas fils
422,tt0012027,June Mathis
423,tt0012068,June Mathis
424,tt0012068,Honoré de Balzac
425,tt0012122,Thomas Burke
426,tt0012122,D.W. Griffith
427,tt0012125,Elmer Harris
428,tt0012125,Elmer Harris
429,tt0012134,Marcel L'Herbier
430,tt0012136,Frank R. Adams
431,tt0012136,Luther Reed
432,tt0012187,Cecil B. DeMille
433,tt0012187,Jeanie Macpherson
434,tt0012190,Vicente Blasco Ibáñez
435,tt0012190,June Mathis
436,tt0012249,Erwin Gepard
437,tt0012249,Edward P. Vining
438,tt0012281,Carl Mayer
439,tt0012313,Thea von Harbou
440,tt0012313,Fritz Lang
441,tt0012314,Thea von Harbou
442,tt0012314,Fritz Lang
443,tt0012334,Juhani Aho
444,tt0012334,Mauritz Stiller
445,tt0012349,Charles Chaplin
446,tt0012364,Selma Lagerlöf
447,tt0012364,Victor Sjöström
448,tt0012382,Walter Woods
449,tt0012382,Sarah Y. Mason
450,tt0012397,Frances Hodgson Burnett
451,tt0012397,Bernard McConville
452,tt0012408,Frances Marion
453,tt0012465,Clara Beranger
454,tt0012465,Zona Gale
455,tt0012486,Max Abramson
456,tt0012486,Shirley Vance Martin
457,tt0012494,Fritz Lang
458,tt0012494,Thea von Harbou
459,tt0012513,Kenneth Davenport
460,tt0012513,Douglas Fairbanks
461,tt0012532,Adolphe d'Ennery
462,tt0012532,Eugène Cormon
463,tt0012538,Gardner Bradford
464,tt0012538,Tod Browning
465,tt0012631,Maxim Gorky
466,tt0012631,Wilhelm August Schmidtbonn
467,tt0012642,Hal Roach
468,tt0012642,Sam Taylor
469,tt0012645,Dimitri Buchowetzki
470,tt0012645,Alexandre Dumas
471,tt0012650,Carl Mayer
472,tt0012650,Lupu Pick
473,tt0012651,Rudolf Stratz
474,tt0012651,Carl Mayer
475,tt0012675,Edith Maude Hull
476,tt0012675,Monte M. Katterjohn
477,tt0012699,Ralph Connor
478,tt0012699,Faith Green
479,tt0012745,André Antoine
480,tt0012745,Émile Zola
481,tt0012752,Alexandre Dumas
482,tt0012752,Edward Knoblock
483,tt0012755,Gerald C. Duffy
484,tt0012755,Marion Fairfax
485,tt0012763,Joseph Hergesheimer
486,tt0012763,Edmund Goulding
487,tt0012769,Lois Weber
488,tt0012769,Marion Orth
489,tt0012806,Fritz Lang
490,tt0012806,Rolf E. Vanloo
491,tt0012928,Sophie Kerr
492,tt0012928,Luther Reed
493,tt0012938,Elinor Glyn
494,tt0012938,Jack Cunningham
495,tt0012952,Vicente Blasco Ibáñez
496,tt0012952,Tom Cushing
497,tt0012973,Willy Haas
498,tt0012973,Arthur Rosen
499,tt0012975,Mildred Considine
500,tt0012975,Brian Oswald Donn-Byrne
501,tt0013033,Jacques Feyder
502,tt0013033,Anatole France
503,tt0013059,Holger Drachmann
504,tt0013059,Carl Theodor Dreyer
505,tt0013075,Hal Roach
506,tt0013075,Sam Taylor
507,tt0013085,John L.E. Pell
508,tt0013122,Louis Delluc
509,tt0013134,Louis D. Lighton
510,tt0013134,Louis D. Lighton
511,tt0013140,Erich von Stroheim
512,tt0013140,Marian Ainslee
513,tt0013169,Carl Theodor Dreyer
514,tt0013169,Aage Madelung
515,tt0013201,Hal Roach
516,tt0013201,Sam Taylor
517,tt0013223,Washington Irving
518,tt0013223,Carl Stearns Clancy
519,tt0013332,R.D. Blackmore
520,tt0013332,Katherine S. Reed
521,tt0013367,Harry Houdini
522,tt0013367,Coolidge Streeter
523,tt0013372,Jeanie Macpherson
524,tt0013372,Alice Duer Miller
525,tt0013386,Finis Fox
526,tt0013386,Harvey Gates
527,tt0013402,Alexandre Dumas
528,tt0013402,Bernard McConville
529,tt0013404,Monte M. Katterjohn
530,tt0013404,Frank Norris
531,tt0013428,Gotthold Ephraim Lessing
532,tt0013428,Hans Kyser
533,tt0013442,Henrik Galeen
534,tt0013442,Bram Stoker
535,tt0013450,Charles Dickens
536,tt0013450,Frank Lloyd
537,tt0013469,Dimitri Buchowetzki
538,tt0013469,Karl Mueller-Hagens
539,tt0013496,Gerhart Hauptmann
540,tt0013496,Thea von Harbou
541,tt0013515,Anthony Hope
542,tt0013515,Mary O'Hara
543,tt0013556,Douglas Fairbanks
544,tt0013571,Oscar Wilde
545,tt0013571,Alla Nazimova
546,tt0013574,Jeanie Macpherson
547,tt0013574,Jeanie Macpherson
548,tt0013579,Arthur Robison
549,tt0013579,Rudolf Schneider
550,tt0013590,Porter Emerson Browne
551,tt0013590,Edmund Goulding
552,tt0013592,Wilbur Daniel Steele
553,tt0013592,Eve Unsell
554,tt0013597,Earle Browne
555,tt0013597,Arthur Conan Doyle
556,tt0013607,Lynn Reynolds
557,tt0013607,Lynn Reynolds
558,tt0013619,Michael Curtiz
559,tt0013619,Ladislaus Vajda
560,tt0013662,Grace Miller White
561,tt0013662,E. Lloyd Sheldon
562,tt0013674,Alexandre Dumas
563,tt0013674,Max Linder
564,tt0013688,Frances Marion
565,tt0013704,Lon Chaney
566,tt0013704,Lucien Hubbard
567,tt0013705,Winifred Graham
568,tt0013705,Frank Miller
569,tt0013741,Norbert Falk
570,tt0013741,Hanns Kräly
571,tt0013750,William LeBaron
572,tt0013750,Charles Major
573,tt0013802,Alethea Luce
574,tt0013802,John Ames Mitchell
575,tt0013830,Heinrich Laube
576,tt0013830,Paul Reno
577,tt0013909,Robert N. Lee
578,tt0013909,Booth Tarkington
579,tt0013933,Jean Epstein
580,tt0013933,Marie Epstein
581,tt0013951,Emerson Hough
582,tt0013951,Jack Cunningham
583,tt0014029,Bernard McConville
584,tt0014029,Mack Sennett
585,tt0014108,Selma Lagerlöf
586,tt0014108,Mauritz Stiller
587,tt0014109,Ragnar Hyltén-Cavallius
588,tt0014109,Selma Lagerlöf
589,tt0014142,Victor Hugo
590,tt0014142,Perley Poore Sheehan
591,tt0014205,Rida Johnson Young
592,tt0014205,Luther Reed
593,tt0014341,Jean C. Havez
594,tt0014341,Clyde Bruckman
595,tt0014358,Charles Chaplin
596,tt0014397,Fyodor Dostoevsky
597,tt0014397,Robert Wiene
598,tt0014416,Philippe Dumanoir
599,tt0014416,Norbert Falk
600,tt0014417,Abel Gance
601,tt0014429,Hal Roach
602,tt0014429,Sam Taylor
603,tt0014440,Rafael Sabatini
604,tt0014440,Willis Goldbeck
605,tt0014446,Rudolph Hans Bartsch
606,tt0014446,Willy Hennings
607,tt0014463,Charles Kenyon
608,tt0014463,William Dudley Pelley
609,tt0014497,Rupert Hughes
610,tt0014497,Rupert Hughes
611,tt0014516,Karl Grune
612,tt0014516,Carl Mayer
613,tt0014524,Carl Mayer
614,tt0014532,Jeanie Macpherson
615,tt0014538,Clyde Bruckman
616,tt0014538,Joseph A. Mitchell
617,tt0014586,Henrik Galeen
618,tt0014604,D.W. Griffith
619,tt0014605,Francis Marion Crawford
620,tt0014605,George V. Hobart
621,tt0014606,Tod Browning
622,tt0014606,Tod Browning
623,tt0014611,Sam Taylor
624,tt0014611,Ted Wilde
625,tt0014624,Charles Chaplin
626,tt0014636,Pierre Berton
627,tt0014636,Albert S. Le Vino
628,tt0014646,Aleksei Fajko
629,tt0014646,Fyodor Otsep
630,tt0014672,Robert W. Chambers
631,tt0014672,Robert W. Chambers
632,tt0014702,Clyde Fitch
633,tt0014702,Dorothy Farnum
634,tt0014721,Gertrude Atherton
635,tt0014721,Frank Lloyd
636,tt0014760,John Grey
637,tt0014760,Laura E. Richards
638,tt0014770,Lewis H. Moomaw
639,tt0014826,Cyrus Wood
640,tt0014826,Edmund Goulding
641,tt0014854,Charles Major
642,tt0014854,Waldemar Young
643,tt0014869,Gertrude Chase
644,tt0014869,Josephine Lovett
645,tt0014874,Augustus Thomas
646,tt0014874,Frances Hodgson Burnett
647,tt0014898,Pierre Lestringuez
648,tt0014900,Frank Heller
649,tt0014900,Thea von Harbou
650,tt0014925,Lajos Biró
651,tt0014925,Agnes Christine Johnston
652,tt0014945,Sam Taylor
653,tt0014945,Ted Wilde
654,tt0014972,Leonid Andreyev
655,tt0014972,Carey Wilson
656,tt0014982,Hanns Kräly
657,tt0015002,Sam Taylor
658,tt0015002,John Grey
659,tt0015014,Pierre Dumarchais
660,tt0015014,Joris-Karl Huysmans
661,tt0015016,Charles Kenyon
662,tt0015016,John Russell
663,tt0015018,D.W. Griffith
664,tt0015018,Geoffrey Moss
665,tt0015022,Paul Leicester Ford
666,tt0015022,Lillie Hayward
667,tt0015036,Alexandre Dumas
668,tt0015036,Kenelm Foss
669,tt0015064,Carl Mayer
670,tt0015116,Frank Tuttle
671,tt0015116,Sidney R. Kent
672,tt0015119,Paul Bern
673,tt0015119,Lothar Schmidt
674,tt0015136,Herman Bang
675,tt0015136,Thea von Harbou
676,tt0015145,Booth Tarkington
677,tt0015145,Booth Tarkington
678,tt0015163,Clyde Bruckman
679,tt0015163,Joseph A. Mitchell
680,tt0015167,Nikolay Aseev
681,tt0015167,Vsevolod Pudovkin
682,tt0015174,Thea von Harbou
683,tt0015175,Fritz Lang
684,tt0015175,Thea von Harbou
685,tt0015200,Willis Goldbeck
686,tt0015200,Paul Morand
687,tt0015202,Louis Nerz
688,tt0015202,Maurice Renard
689,tt0015213,Aleksei Fajko
690,tt0015213,Fyodor Otsep
691,tt0015214,René Clair
692,tt0015224,J.M. Barrie
693,tt0015224,Willis Goldbeck
694,tt0015268,Fred Niblo
695,tt0015268,Bess Meredyth
696,tt0015289,George Eliot
697,tt0015289,Will M. Ritchey
698,tt0015310,Rafael Sabatini
699,tt0015310,J.G. Hawks
700,tt0015312,Rudolph Besier
701,tt0015312,May Edginton
702,tt0015324,Jean C. Havez
703,tt0015324,Joseph A. Mitchell
704,tt0015361,Grigoriy Aleksandrov
705,tt0015361,Sergei M. Eisenstein
706,tt0015400,Lotta Woods
707,tt0015400,Douglas Fairbanks
708,tt0015493,Alfred Hitchcock
709,tt0015493,Michael Morton
710,tt0015498,Joseph Hergesheimer
711,tt0015498,King Vidor
712,tt0015500,Rachel Crothers
713,tt0015500,Carey Wilson
714,tt0015518,Charles Major
715,tt0015518,Luther Reed
716,tt0015624,Laurence Stallings
717,tt0015624,Harry Behn
718,tt0015634,Oscar Micheaux
719,tt0015634,Oscar Micheaux
720,tt0015643,Elmer Harris
721,tt0015643,Mary O'Hara
722,tt0015648,Nina Agadzhanova
723,tt0015684,Kenneth B. Clarke
724,tt0015684,W. Somerset Maugham
725,tt0015687,Charles Logue
726,tt0015693,Martin Brown
727,tt0015693,Anthony Coldeway
728,tt0015758,Kate Prichard
729,tt0015758,Hesketh Prichard
730,tt0015768,Carl Theodor Dreyer
731,tt0015768,Svend Rindom
732,tt0015772,Alexander Pushkin
733,tt0015772,George Marion Jr.
734,tt0015794,René Clair
735,tt0015794,Walter Schlee
736,tt0015801,Marcel L'Herbier
737,tt0015801,Luigi Pirandello
738,tt0015841,Sam Taylor
739,tt0015841,Ted Wilde
740,tt0015842,Hugo Bettauer
741,tt0015842,F.H. Lyon
742,tt0015847,Ryunosuke Shimizu
743,tt0015861,Jacob Breda Bull
744,tt0015861,Carl Theodor Dreyer
745,tt0015863,Buster Keaton
746,tt0015863,Lex Neal
747,tt0015864,Charles Chaplin
748,tt0015872,Rex Beach
749,tt0015872,Dwinelle Benthall
750,tt0015881,June Mathis
751,tt0015881,Erich von Stroheim
752,tt0015883,Frédéric Boutet
753,tt0015883,Jacques Feyder
754,tt0015909,Ludwig Fulda
755,tt0015909,Hanns Kräly
756,tt0015935,Pedro Sienna
757,tt0015935,Hugo Silva
758,tt0016004,Oscar Wilde
759,tt0016004,Julien Josephson
760,tt0016005,Adela Rogers St. Johns
761,tt0016005,Alice D.G. Miller
762,tt0016006,Martin Brown
763,tt0016006,Frances Marion
764,tt0016013,Owen Davis
765,tt0016013,Frances Marion
766,tt0016023,Laurence Eyre
767,tt0016023,Joseph Farnham
768,tt0016028,Mary Pickford
769,tt0016028,Hope Loring
770,tt0016029,William M. Conselman
771,tt0016029,William M. Conselman
772,tt0016039,Arthur Conan Doyle
773,tt0016039,Marion Fairfax
774,tt0016104,Erich von Stroheim
775,tt0016104,Benjamin Glazer
776,tt0016123,Roland West
777,tt0016123,Crane Wilbur
778,tt0016142,Tod Browning
779,tt0016142,Waldemar Young
780,tt0016185,Rokuhei Susukita
781,tt0016201,F. Oakley Crawford
782,tt0016201,Lois Hutchinson
783,tt0016205,Paul Armstrong
784,tt0016205,Keene Thompson
785,tt0016220,Gaston Leroux
786,tt0016226,Frederica Sagor Maas
787,tt0016226,Percy Marks
788,tt0016230,Oliver Sandys
789,tt0016230,Eliot Stannard
790,tt0016232,Jacques Feyder
791,tt0016232,Jules Renard
792,tt0016240,Edwin Arnold
793,tt0016240,Niranjan Pal
794,tt0016241,Adela Rogers St. Johns
795,tt0016241,Alice D.G. Miller
796,tt0016258,Willard Mack
797,tt0016258,Robert E. Hopkins
798,tt0016276,Adela Rogers St. Johns
799,tt0016276,Dorothy Arzner
800,tt0016288,Zane Grey
801,tt0016288,Edfrid A. Bingham
802,tt0016294,Beulah Marie Dix
803,tt0016294,Howard Hawks
804,tt0016308,Dorothy Donnelly
805,tt0016308,Forrest Halsey
806,tt0016309,Eddie Dowling
807,tt0016309,Edmund Goulding
808,tt0016310,Josef von Sternberg
809,tt0016332,Roi Cooper Megrue
810,tt0016332,Clyde Bruckman
811,tt0016338,H. Rider Haggard
